user_prompt,reference,hypothesis,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,granular_bleu_score
For field 'email_address': Ensure the field matches the type 'text'. Validate that all values in (email_address) conform to the regex pattern for valid email formats. Ensure this field exists.,"expect_column_to_exist(column=""email_address""),expect_column_values_to_be_of_type(column=""email_address"", type_=""text""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$"")","expect_column_to_exist(column=""email_address""),expect_column_values_to_be_of_type(column=""email_address"", type_=""text""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w{2,}$"")",0.9850746268656716,0.9846153846153847,0.9850746268656716,94.39502475945417
"In the `usage_type` column, check that the values are limited to `['Residential', 'Commercial', 'Industrial']` and that no invalid entries exist.","expect_column_values_to_be_in_set(column=""usage_type"", value_set=[""Residential"", ""Commercial"", ""Industrial""]),expect_column_values_to_not_be_in_set(column=""usage_type"", value_set=[""InvalidEntry1"", ""InvalidEntry2"", ""InvalidEntry3""])","expect_column_values_to_be_in_set(column=""usage_type"", value_set=['Residential', 'Commercial', 'Industrial'])",0.6521739130434783,0.6363636363636364,0.6521739130434783,19.39536943157399
"For field 'measurement_value': Validate that the values in (measurement_value) fall within the range of 0.0 to 100.0, inclusive. Ensure this field exists.","expect_column_to_exist(column=""measurement_value""),expect_column_values_to_be_between(column=""measurement_value"", min_value=0.0, max_value=100.0)","expect_column_to_exist(column=""measurement_value""),expect_column_values_to_be_between(column=""measurement_value"", min_value=0, max_value=100)",0.9565217391304348,0.9545454545454545,0.9565217391304348,90.91628937646658
Verify that the `precipitation` column includes values that are greater than or equal to 0 and less than or equal to 500 mm.,"expect_column_values_to_be_between(column=""precipitation"", min_value=0, max_value=500)","expect_column_values_to_be_between(column=""precipitation"", min_value=0, max_value=500)",1.0,1.0,1.0,100.00000000000004
Check that the `temperature` column values are within the range of -50 to 50 degrees Celsius. Ensure uniqueness of entries.,"expect_column_values_to_be_between(column=""temperature"", min_value=-50, max_value=50),expect_column_values_to_be_unique(column=""temperature"")","expect_column_values_to_be_between(column=""temperature"", min_value=-50, max_value=50),expect_column_values_to_be_unique(column=""temperature"")",1.0,1.0,1.0,100.00000000000004
Ensure that the `contract_duration` column values are in months and between 12 and 36.,"expect_column_values_to_be_between(column=""contract_duration"", min_value=12, max_value=36)","expect_column_values_to_be_of_type(column=""contract_duration"", type_=""int""),expect_column_values_to_be_between(column=""contract_duration"", min_value=12, max_value=36)",0.7142857142857143,0.7000000000000001,0.7142857142857143,50.38793199614183
"For the `coverage_start_date`, confirm that all values are less than or equal to the `coverage_end_date`.","expect_column_pair_values_A_to_be_less_than_B(column_A=""coverage_start_date"", column_B=""coverage_end_date"")","expect_column_pair_values_A_to_be_greater_than_B(column_A=""coverage_start_date"", column_B=""coverage_end_date"")",0.9500000000000001,0.8947368421052632,0.9500000000000001,94.0028651976138
"In the `billing_cycle` column: Ensure values match the set `['Monthly', 'Quarterly', 'Yearly']` and that there are no duplicates.","expect_column_values_to_be_in_set(column=""billing_cycle"", value_set=['Monthly', 'Quarterly', 'Yearly']),expect_column_values_to_be_unique(column=""billing_cycle"")","expect_column_values_to_be_in_set(column=""billing_cycle"", value_set=['Monthly', 'Quarterly', 'Yearly']),expect_column_values_to_be_unique(column=""billing_cycle"")",1.0,1.0,1.0,100.00000000000004
"Ensure the `interest_rate` column values are within the range of 0.01 to 0.20, inclusive.","expect_column_values_to_be_between(column=""interest_rate"", min_value=0.01, max_value=0.20)","expect_column_values_to_be_between(column=""interest_rate"", min_value=0.01, max_value=0.20)",1.0,1.0,1.0,100.00000000000004
"Confirm that the `forecast_accuracy` column contains values that are either 'High', 'Medium', or 'Low'.","expect_column_values_to_be_in_set(column=""forecast_accuracy"", value_set=[""High"", ""Medium"", ""Low""])","expect_column_values_to_be_in_set(column=""forecast_accuracy"", value_set=[""High"", ""Medium"", ""Low""])",1.0,1.0,1.0,100.00000000000004
Confirm that the `wallet_balance` column has values that are always greater than or equal to zero.,"expect_column_values_to_be_between(column=""wallet_balance"", min_value=0)","expect_column_values_to_be_greater_than_or_equal_to(column=""wallet_balance"", value=0)",0.7407407407407408,0.56,0.7407407407407408,60.317983955216874
"For `patient_age`, validate that all values are integers within the range of 0 to 120.","expect_column_values_to_be_between(column=""patient_age"", min_value=0, max_value=120),expect_column_values_to_be_of_type(column=""patient_age"", type_=""int"")","expect_column_values_to_be_of_type(column=""patient_age"", type_=""int""),expect_column_values_to_be_between(column=""patient_age"", min_value=0, max_value=120)",1.0,0.9615384615384616,0.5925925925925926,98.72585449014348
For the `pickup_date`: Ensure all entries conform to the 'MM/DD/YYYY' format and can be parsed using dateutil.,"expect_column_values_to_match_strftime_format(column=""pickup_date"", strftime_format=""%m/%d/%Y""),expect_column_values_to_be_dateutil_parseable(column=""pickup_date"")","expect_column_values_to_match_strftime_format(column=""pickup_date"", strftime_format=""%m/%d/%Y""),expect_column_values_to_be_dateutil_parseable(column=""pickup_date"")",1.0,1.0,1.0,100.00000000000004
Ensure that the `test_results` column contains valid JSON objects conforming to the specified schema.,"expect_column_values_to_match_json_schema(column=""test_results"", schema=...)","expect_column_values_to_match_json_schema(column=""test_results"")",0.9523809523809523,0.9473684210526316,0.9523809523809523,73.25197744024094
For field 'meter_reading_date': Ensure the field matches the type 'date'. Validate that values in (meter_reading_date) are unique and occur within the last 30 days.,"expect_column_values_to_be_of_type(column=""meter_reading_date"", type_=""date""),expect_column_values_to_be_unique(column=""meter_reading_date""),expect_column_values_to_be_between(column=""meter_reading_date"", min_value=(current_date - timedelta(days=30)), max_value=current_date)","expect_column_values_to_be_of_type(column=""meter_reading_date"", type_=""date""),expect_select_column_values_to_be_unique(column=""meter_reading_date""),expect_column_values_to_be_between(column=""meter_reading_date"", min_value=(datetime.datetime.now() - datetime.timedelta(days=30)).strftime('%Y-%m-%d'), max_value=(datetime.datetime.now() - datetime.timedelta(days=0)).strftime('%Y-%m-%d')",0.7692307692307692,0.7058823529411764,0.7692307692307692,62.3699696992481
"For field `rating`: Ensure the field is of type 'float' and that all values are within the range [0.0, 10.0].","expect_column_values_to_be_of_type(column=""rating"", type_=""float""),expect_column_values_to_be_between(column=""rating"", min_value=0.0, max_value=10.0)","expect_column_values_to_be_of_type(column=""rating"", type_=""float""),expect_column_values_to_be_between(column=""rating"", min_value=0.0, max_value=10.0)",1.0,1.0,1.0,100.00000000000004
For fields `start_time` and `end_time`: Ensure that `end_time` is always greater than `start_time` for all records.,"expect_column_pair_values_A_to_be_greater_than_B(column_A=""end_time"", column_B=""start_time"")","expect_column_pair_values_A_to_be_greater_than_B(column_A=""end_time"", column_B=""start_time"")",1.0,1.0,1.0,100.00000000000004
For fields 'transaction_date' and 'transaction_amount': Ensure that the sum of transaction amounts for each account matches the expected total for the month.,"expect_multicolumn_sum_to_equal(column_list=[""transaction_date"", ""transaction_amount""], value=expected_total)","expect_multicolumn_sum_to_equal(column_list=[""transaction_amount""], expected_sum=expected_total_for_the_month)",0.7333333333333334,0.6428571428571429,0.7333333333333334,67.62614585942505
Ensure the `customer_id` column has unique values matching the pattern `E-xxxx`.,"expect_column_values_to_be_unique(column=""customer_id""),expect_column_values_to_match_regex(column=""customer_id"", regex=r""^E-\d{4}$"")","expect_column_values_to_be_unique(column=""customer_id""),expect_column_values_to_match_regex(column=""customer_id"", regex=""E-.*"")",0.9302325581395349,0.8780487804878049,0.9302325581395349,79.49693274938934
Check that the `date_collected` column contains valid dates and has no missing values.,"expect_column_to_exist(column=""date_collected""),expect_column_values_to_be_dateutil_parseable(column=""date_collected""),expect_column_values_to_not_be_null(column=""date_collected"")","expect_column_to_exist(column=""date_collected""),expect_column_values_to_be_dateutil_parseable(column=""date_collected""),expect_column_values_to_not_be_null(column=""date_collected"")",1.0,1.0,1.0,100.00000000000004
For fields 'first_name' and 'last_name': Ensure both fields are of type 'text'. Validate that the lengths of values in (first_name) and (last_name) do not exceed 50 characters.,"expect_column_values_to_be_of_type(column=""first_name"", type_=""text""),expect_column_values_to_be_of_type(column=""last_name"", type_=""text""),expect_column_value_lengths_to_be_between(column=""first_name"", min_value=0, max_value=50),expect_column_value_lengths_to_be_between(column=""last_name"", min_value=0, max_value=50)","expect_column_values_to_be_of_type(column=""first_name"", type_=""text""),expect_column_values_to_be_of_type(column=""last_name"", type_=""text""),expect_column_value_lengths_to_be_between(column=""first_name"", min_value=0, max_value=50),expect_column_value_lengths_to_be_between(column=""last_name"", min_value=0, max_value=50)",1.0,1.0,1.0,100.00000000000004
Confirm that the `meter_id` column contains only distinct values matching the predefined set of meter IDs for the service area.,"expect_column_values_to_be_in_set(column=""meter_id"", value_set=predefined_meter_id_set),expect_column_values_to_be_unique(column=""meter_id"")","expect_column_values_to_be_unique(column=""meter_id""),expect_column_values_to_be_in_set(column=""meter_id"", value_set=""set_of_meter_ids_for_the_service_area"")",0.851851851851852,0.7307692307692307,0.5925925925925927,73.75446811120955
For field 'sensor_id': Ensure the field matches the type 'text'. Validate that all values in (sensor_id) conform to the pattern 'SENSOR-XXXXXX' where 'XXXXXX' is a 6-digit alphanumeric code.,"expect_column_values_to_be_of_type(column=""sensor_id"", type_=""text""),expect_column_values_to_match_regex(column=""sensor_id"", regex=r""^SENSOR-\w{6}$"")","expect_column_values_to_be_of_type(column=""sensor_id"", type_=""text""),expect_column_values_to_match_regex(column=""sensor_id"", regex=r""^SENSOR-\d{6}$"")",0.9615384615384616,0.92,0.9615384615384616,95.94863506034301
Ensure the Kullback-Leibler divergence between the `transaction_fee` distribution and the expected fee distribution is below 0.1.,"expect_column_kl_divergence_to_be_less_than(column=""transaction_fee"", threshold=0.1)","expect_column_kl_divergence_to_be_less_than(column=""transaction_fee"", threshold=0.1)",1.0,1.0,1.0,100.00000000000004
"Confirm that the `grade` column contains values between 0 and 100, with a standard deviation not exceeding 15.","expect_column_values_to_be_between(column=""grade"", min_value=0, max_value=100),expect_column_stdev_to_be_between(column=""grade"", min_value=0, max_value=15)","expect_column_values_to_be_between(column=""grade"", min_value=0, max_value=100),expect_column_stdev_to_be_between(column=""grade"", min_value=None, max_value=15)",0.9642857142857143,0.9259259259259259,0.9642857142857143,95.7414465780703
For fields `hours_worked` and `overtime_hours`: Ensure the total of `hours_worked` plus `overtime_hours` does not exceed 80 hours per week.,"expect_multicolumn_sum_to_equal(column_list=[""hours_worked"", ""overtime_hours""], target_value=80)","expect_multicolumn_sum_to_be_between(column_list=[""hours_worked"", ""overtime_hours""], max_value=80)",0.8275862068965518,0.6666666666666666,0.8275862068965518,79.15373991305087
Verify that the `age` column values are within the range of 0 to 120 years.,"expect_column_values_to_be_between(column=""age"", min_value=0, max_value=120)","expect_column_values_to_be_between(column=""age"", min_value=0, max_value=120)",1.0,1.0,1.0,100.00000000000004
Validate that `quantity_shipped` is a positive integer and that the sum of `quantity_ordered` equals the sum of `quantity_shipped`.,"expect_column_values_to_be_between(column=""quantity_shipped"", min_value=1, max_value=None),expect_multicolumn_sum_to_equal(column_a=""quantity_ordered"", column_b=""quantity_shipped"")","expect_column_values_to_be_between(column=""quantity_shipped"", min_value=1, max_value=None),expect_column_pair_values_to_be_equal(column_A=""quantity_ordered"", column_B=""quantity_shipped"")",0.896551724137931,0.8214285714285715,0.896551724137931,78.17099047586316
Check that the `meter_reading` column contains no negative values and is in increasing order for time-series data.,"expect_column_values_to_be_between(column=""meter_reading"", min_value=0),expect_column_values_to_be_increasing(column=""meter_reading"")","expect_column_values_to_be_greater_than(column=""meter_reading"", threshold=0),expect_column_values_to_be_increasing(column=""meter_reading"")",0.8571428571428571,0.75,0.8571428571428571,84.80434560605691
"Check that the `square_footage` values have a mean above 800 and do not exceed 10,000.","expect_column_mean_to_be_between(column=""square_footage"", min_value=800, max_value=10000)","expect_column_mean_to_be_between(column=""square_footage"", min_value=800, max_value=None)  # Since there is no maximum value, use None for max_value.",0.6829268292682926,0.6666666666666666,0.6829268292682926,63.123366382967156
Check that the `delivery_date` column contains dates that are in the future and not null.,"expect_column_values_to_not_be_null(column=""delivery_date""),expect_column_values_to_be_between(column=""delivery_date"", min_value=datetime.utcnow(), max_value=None)","expect_column_to_exist(column=""delivery_date""),expect_column_values_to_be_dateutil_parseable(column=""delivery_date""),expect_column_values_to_not_be_null(column=""delivery_date""),expect_column_values_to_be_between(column=""delivery_date"", min_value=""2023-10-15"", max_value=None)  # Adjusting min_value depending on the specific case",0.6153846153846155,0.5789473684210527,0.6153846153846155,47.18210418291331
"For the `voting_method` and `voter_id`: Ensure that the `voting_method` is one of the specified set: ['In-Person', 'Mail-In', 'Early Voting'].","expect_column_values_to_be_in_set(column=""voting_method"", value_set=['In-Person', 'Mail-In', 'Early Voting'])","expect_column_values_to_be_in_set(column=""voting_method"", value_set=['In-Person', 'Mail-In', 'Early Voting'])",1.0,1.0,1.0,100.00000000000004
For field 'user_agent': Ensure the field matches the type 'text'. Validate that all values in (user_agent) do not match any patterns from a list of known malicious user agents.,"expect_column_values_to_be_of_type(column=""user_agent"", type_=""text""),expect_column_values_to_not_match_regex_list(column=""user_agent"", regex_list=[r""malicious_pattern_1"", r""malicious_pattern_2"", r""malicious_pattern_3""])","expect_column_values_to_be_of_type(column=""user_agent"", type_=""text""),expect_column_values_to_not_match_regex_list(column=""user_agent"", regex_list=[r""user_agent_pattern_1"", r""user_agent_pattern_2"", r""user_agent_pattern_3""])  # replace with actual known malicious user agents",0.8333333333333334,0.7317073170731708,0.8095238095238095,78.49971668676939
Verify that the `patient_id` column contains values that are strictly numeric and of length 10.,"expect_column_values_to_match_regex(column=""patient_id"", regex=r""^\d{10}$"")","expect_column_values_to_match_regex(column=""patient_id"", regex=r""^\d{10}$""),expect_column_lengths_to_equal(column=""patient_id"", length=10)",0.7222222222222222,0.7058823529411764,0.7222222222222222,57.77389266087588
For field 'sensor_location': Ensure the field exists. Validate that the length of (sensor_location) is between 5 and 100 characters and does not match the pattern 'unknown|undefined'.,"expect_column_to_exist(column=""sensor_location""),expect_column_value_lengths_to_be_between(column=""sensor_location"", min_value=5, max_value=100),expect_column_values_to_not_match_regex(column=""sensor_location"", regex=""unknown|undefined"")","expect_column_to_exist(column=""sensor_location""),expect_column_value_lengths_to_be_between(column=""sensor_location"", min_value=5, max_value=100),expect_column_values_to_not_match_regex(column=""sensor_location"", regex=r""^unknown$|^undefined$"")",0.9863013698630138,0.9577464788732395,0.9863013698630138,89.09770698992358
Ensure the `shipment_date` column contains dates formatted as `MM/DD/YYYY`.,"expect_column_values_to_match_strftime_format(column=""shipment_date"", strftime_format=""%m/%d/%Y"")","expect_column_values_to_match_strftime_format(column=""shipment_date"", strftime_format=""%m/%d/%Y"")",1.0,1.0,1.0,100.00000000000004
For the `inventory_level` column: Confirm that all values are greater than or equal to 0 and less than or equal to 1000.,"expect_column_values_to_be_between(column=""inventory_level"", min_value=0, max_value=1000)","expect_column_values_to_be_between(column=""inventory_level"", min_value=0, max_value=1000)",1.0,1.0,1.0,100.00000000000004
For field `user_id`: Ensure that `user_id` values exist in the `user_accounts` table to maintain referential integrity.,"expect_select_column_values_to_be_unique_within_record(column=""user_id""),expect_column_pair_values_to_be_in_set(column_A=""user_id"", column_B=""user_accounts"")","expect_column_values_to_be_in_set(column=""user_id"", value_set=user_accounts_table_user_ids)  # Assuming user_accounts_table_user_ids is the set of all user_ids in the `user_accounts` table.",0.4444444444444445,0.3278688524590164,0.41269841269841273,38.77583400518874
For field `supplier_info`: Ensure all values are valid JSON objects that match the specified schema for supplier data.,"expect_column_values_to_match_json_schema(column=""supplier_info"", schema={""type"": ""object"", ""properties"": { /* specify your schema properties here */ }})","expect_column_values_to_be_json_parseable(column=""supplier_info""),expect_column_values_to_match_json_schema(column=""supplier_info"", schema=""specified schema for supplier data"")",0.5777777777777778,0.46511627906976744,0.5777777777777778,44.78926758469401
For field 'registration_date': Ensure the expect column to exist; Ensure this field matches the type 'date' and contains values less than or equal to the current date.,"expect_column_to_exist(column=""registration_date""),expect_column_values_to_be_of_type(column=""registration_date"", type_=""date""),expect_column_values_to_be_less_than_or_equal_to(column=""registration_date"", value=current_date)","expect_column_to_exist(column=""registration_date""),expect_column_values_to_be_of_type(column=""registration_date"", type_=""date""),expect_column_values_to_be_between(column=""registration_date"", min_value=None, max_value=""current_date"")",0.8571428571428571,0.7941176470588235,0.8571428571428571,80.73890273177689
For the 'clients' table: Confirm that the 'social_security_number' column matches the pattern of a valid SSN (###-##-####) and that it does not contain any duplicates.,"expect_column_values_to_match_regex(column=""social_security_number"", regex=r""^\d{3}-\d{2}-\d{4}$""),expect_column_values_to_be_unique(column=""social_security_number"")","expect_column_to_exist(column=""social_security_number""),expect_column_values_to_match_regex(column=""social_security_number"", regex=r""^[0-9]{3}-[0-9]{2}-[0-9]{4}$""),expect_column_values_to_be_unique(column=""social_security_number"")",0.746268656716418,0.6461538461538462,0.746268656716418,59.92837293349475
Check that the number of rows in the `prescriptions` table equals the number of rows in the `patients` table.,"expect_table_row_count_to_equal_other_table(table=""prescriptions"", other_table=""patients"")","expect_table_row_count_to_equal_other_table(table_name=""prescriptions"", other_table_name=""patients"")",0.9285714285714286,0.7692307692307692,0.9285714285714286,77.82206607249452
Ensure that the `author_email` field matches a valid email pattern and does not contain any SQL-like patterns such as `'%` or `';`.,"expect_column_values_to_match_regex(column=""author_email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$""),expect_column_values_to_not_match_regex(column=""author_email"", regex=r""[%';]"")","expect_column_values_to_match_regex(column=""author_email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w{2,}$""),expect_column_values_to_not_match_regex(column=""author_email"", regex=r""%""),expect_column_values_to_not_match_regex(column=""author_email"", regex=r"";"")ávající",0.7761194029850745,0.7384615384615384,0.7761194029850745,65.91957104526935
For the `tags` multi-column: Validate that the combined values are unique within each record and match existing tags in the `tags` table.,"expect_compound_columns_to_be_unique(columns=[""tags""]),expect_column_values_to_be_in_set(column=""tags"", value_set=existing_tags_set)","expect_compound_columns_to_be_unique(column_A=""tags"", column_B=""tags""),expect_column_values_to_match_list_of_values(column=""tags"", value_list=existing_tags)",0.7083333333333333,0.5652173913043478,0.7083333333333333,53.78130593989271
For field 'student_id': Ensure the field exists and matches the type 'integer'. Confirm that all values in (student_id) are unique and not null.,"expect_column_to_exist(column=""student_id""),expect_column_values_to_be_of_type(column=""student_id"", type_=""integer""),expect_column_values_to_not_be_null(column=""student_id""),expect_column_values_to_be_unique(column=""student_id"")","expect_column_to_exist(column=""student_id""),expect_column_values_to_be_of_type(column=""student_id"", type_=""int""),expect_column_values_to_not_be_null(column=""student_id""),expect_column_values_to_be_unique(column=""student_id"")",0.9736842105263158,0.9459459459459459,0.9736842105263158,97.15003449158377
Confirm that the `hours_worked` column contains only integer values between 0 and 80.,"expect_column_values_to_be_between(column=""hours_worked"", min_value=0, max_value=80),expect_column_values_to_be_of_type(column=""hours_worked"", type_=""int"")","expect_column_values_to_be_between(column=""hours_worked"", min_value=0, max_value=80),expect_column_values_to_be_of_type(column=""hours_worked"", type_=""int"")",1.0,1.0,1.0,100.00000000000004
"Check that the `weather_condition` field contains distinct values from the set `['Sunny', 'Cloudy', 'Rainy', 'Snowy', 'Stormy']`.","expect_column_distinct_values_to_equal_set(column=""weather_condition"", value_set=['Sunny', 'Cloudy', 'Rainy', 'Snowy', 'Stormy'])","expect_column_distinct_values_to_equal_set(column=""weather_condition"", value_set=['Sunny', 'Cloudy', 'Rainy', 'Snowy', 'Stormy'])",1.0,1.0,1.0,100.00000000000004
In the `service_request_date` column: Validate that all dates are in the past and conform to the 'YYYY-MM-DD' format.,"expect_column_values_to_be_dateutil_parseable(column=""service_request_date""),expect_column_values_to_match_strftime_format(column=""service_request_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_in_set(column=""service_request_date"", value_set=[date for date in pd.date_range(start='1900-01-01', end=pd.Timestamp.now())])","expect_column_values_to_be_dateutil_parseable(column=""service_request_date""),expect_column_values_to_match_strftime_format(column=""service_request_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_increasing(column=""service_request_date"")  # Assuming date values are increasing over time, adjust this accordingly if this isn't always the case.",0.6972477064220184,0.6542056074766356,0.6788990825688074,66.39970378804142
"For field 'tags': Ensure the field matches the type 'JSON'. Validate that the tags must be a valid JSON array of strings, with each string having a maximum length of 30 characters. Ensure this field exists.","expect_column_to_exist(column=""tags""),expect_column_values_to_be_json_parseable(column=""tags""),expect_column_values_to_match_json_schema(column=""tags"", schema={""type"": ""array"", ""items"": {""type"": ""string"", ""maxLength"": 30}})","expect_column_to_exist(column=""tags""),expect_column_values_to_be_of_type(column=""tags"", type_=""JSON""),expect_column_values_to_be_json_parseable(column=""tags""),expect_column_values_to_match_json_schema(column=""tags"", schema={""type"": ""array"", ""item"": {""type"": ""string"", ""maxLength"": 30}}), # For max length, you can check ""expected_column_value_lengths_to_be_between(column=""tags"", min_value=0, max_value=30) """,0.6666666666666666,0.6595744680851063,0.6666666666666666,53.31577259113932
Verify that the distribution of `player_scores` passes the Kolmogorov-Smirnov test with a p-value greater than 0.05.,"expect_column_parameterized_distribution_ks_test_p_value_to_be_greater_than(column=""player_scores"", threshold=0.05)","expect_column_parameterized_distribution_ks_test_p_value_to_be_greater_than(column=""player_scores"", threshold=0.05)",1.0,1.0,1.0,100.00000000000004
For table 'network_usage': Ensure the number of rows matches the number of active users today. Ensure the column 'data_usage' exists and is in megabytes.,"expect_table_row_count_to_equal(column=""active_users_today""),expect_column_to_exist(column=""data_usage""),expect_column_values_to_be_of_type(column=""data_usage"", type_=""float"")  # Assuming data_usage is stored as a float for megabytes.","expect_table_row_count_to_equal(active_users_today),expect_column_to_exist(column=""data_usage""),expect_column_values_to_be_of_type(column=""data_usage"", type_=""int""),expect_column_values_to_be_between(column=""data_usage"", min_value=0, max_value=None)",0.7317073170731708,0.6500000000000001,0.7073170731707318,64.74008261005952
For field 'registration_date': Ensure the expect column values to be unique; Ensure this field matches the type 'date' and contains values less than or equal to the current date.,"expect_column_values_to_be_unique(column=""registration_date""),expect_column_values_to_be_of_type(column=""registration_date"", type_=""date""),expect_column_values_to_be_between(column=""registration_date"", min_value=None, max_value=""current_date"")","expect_column_values_to_be_unique(column=""registration_date""),expect_column_values_to_be_of_type(column=""registration_date"", type_=""date""),expect_column_values_to_be_less_than(column=""registration_date"", value=""current_date"")",0.9014084507042254,0.8405797101449276,0.9014084507042254,86.04454628380924
For field 'temperature': Ensure the values are within the range of -50 to 150 degrees Celsius. Validate the data type as 'float'.,"expect_column_values_to_be_between(column=""temperature"", min_value=-50, max_value=150),expect_column_values_to_be_of_type(column=""temperature"", type_=""float"")","expect_column_values_to_be_between(column=""temperature"", min_value=-50, max_value=150),expect_column_values_to_be_of_type(column=""temperature"", type_=""float"")",1.0,1.0,1.0,100.00000000000004
"Ensure that the `payment_status` column only contains values from the set `['Pending', 'Completed', 'Failed']`.","expect_column_values_to_be_in_set(column=""payment_status"", value_set=['Pending', 'Completed', 'Failed'])","expect_column_values_to_be_in_set(column=""payment_status"", value_set=['Pending', 'Completed', 'Failed'])",1.0,1.0,1.0,100.00000000000004
